DateHeure	Group1	Lib	Valeur					
25/01/2018 09:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:36	Ambiance	CO2 Cours 107	800	800	22.2		22.2	800
25/01/2018 09:36	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:38	Ambiance	CO2 Cours 107	720	720	22.3		22.3	720
25/01/2018 09:38	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:40	Ambiance	CO2 Cours 107	640	640	22.3		22.3	640
25/01/2018 09:40	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:42	Ambiance	CO2 Cours 107	580	580	22.3		22.3	580
25/01/2018 09:42	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:44	Ambiance	CO2 Cours 107	520	520	22.3		22.3	520
25/01/2018 09:44	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:46	Ambiance	CO2 Cours 107	500	500	22.3		22.3	500
25/01/2018 09:46	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:48	Ambiance	CO2 Cours 107	480	480	22.3		22.3	480
25/01/2018 09:48	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:50	Ambiance	CO2 Cours 107	500	500	22.3		22.3	500
25/01/2018 09:50	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:52	Ambiance	CO2 Cours 107	580	580	22.3		22.3	580
25/01/2018 09:52	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:54	Ambiance	CO2 Cours 107	600	600	22.3		22.3	600
25/01/2018 09:54	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:56	Ambiance	CO2 Cours 107	560	560	22.3		22.3	560
25/01/2018 09:56	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 09:58	Ambiance	CO2 Cours 107	520	520	22.3		22.3	520
25/01/2018 09:58	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:00	Ambiance	CO2 Cours 107	500	500	22.2		22.2	500
25/01/2018 10:00	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:02	Ambiance	CO2 Cours 107	500	500	22.1		22.1	500
25/01/2018 10:02	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:04	Ambiance	CO2 Cours 107	480	480	22.1		22.1	480
25/01/2018 10:04	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:06	Ambiance	CO2 Cours 107	480	480	22.1		22.1	480
25/01/2018 10:06	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:08	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:08	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:10	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:10	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:12	Ambiance	CO2 Cours 107	480	480	22.1		22.1	480
25/01/2018 10:12	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:14	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:14	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:16	Ambiance	CO2 Cours 107	480	480	22.1		22.1	480
25/01/2018 10:16	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:18	Ambiance	CO2 Cours 107	480	480	22.1		22.1	480
25/01/2018 10:18	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:20	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:20	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:22	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:22	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:24	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:24	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:26	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:26	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:28	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:28	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:30	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:30	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:32	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:34	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:36	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:38	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:38	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:40	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:40	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:42	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:42	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:44	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:44	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:46	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:46	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:48	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:48	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:50	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:50	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:52	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:52	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:54	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:54	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:56	Ambiance	CO2 Cours 107	460	460	22.1		22.1	460
25/01/2018 10:56	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
25/01/2018 10:58	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 10:58	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:00	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:00	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:02	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:02	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:04	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:04	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:06	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:06	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:08	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:08	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:10	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:10	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:12	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:12	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:14	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:14	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:16	Ambiance	CO2 Cours 107	460	460	22.2		22.2	460
25/01/2018 11:16	Ambiance	Temp Cours 107	22.2	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:18	Ambiance	CO2 Cours 107	700	700	22.3		22.3	700
25/01/2018 11:18	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:20	Ambiance	CO2 Cours 107	800	800	22.3		22.3	800
25/01/2018 11:20	Ambiance	Temp Cours 107	22.3	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:22	Ambiance	CO2 Cours 107	700	700	22.4		22.4	700
25/01/2018 11:22	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:24	Ambiance	CO2 Cours 107	660	660	22.4		22.4	660
25/01/2018 11:24	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:26	Ambiance	CO2 Cours 107	620	620	22.4		22.4	620
25/01/2018 11:26	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:28	Ambiance	CO2 Cours 107	540	540	22.4		22.4	540
25/01/2018 11:28	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:30	Ambiance	CO2 Cours 107	540	540	22.4		22.4	540
25/01/2018 11:30	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:32	Ambiance	CO2 Cours 107	540	540	22.4		22.4	540
25/01/2018 11:32	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:34	Ambiance	CO2 Cours 107	640	640	22.4		22.4	640
25/01/2018 11:34	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:36	Ambiance	CO2 Cours 107	680	680	22.5		22.5	680
25/01/2018 11:36	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:38	Ambiance	CO2 Cours 107	660	660	22.5		22.5	660
25/01/2018 11:38	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:40	Ambiance	CO2 Cours 107	580	580	22.5		22.5	580
25/01/2018 11:40	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:42	Ambiance	CO2 Cours 107	560	560	22.5		22.5	560
25/01/2018 11:42	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:44	Ambiance	CO2 Cours 107	540	540	22.5		22.5	540
25/01/2018 11:44	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:46	Ambiance	CO2 Cours 107	520	520	22.5		22.5	520
25/01/2018 11:46	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:48	Ambiance	CO2 Cours 107	520	520	22.5		22.5	520
25/01/2018 11:48	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:50	Ambiance	CO2 Cours 107	520	520	22.5		22.5	520
25/01/2018 11:50	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:52	Ambiance	CO2 Cours 107	520	520	22.5		22.5	520
25/01/2018 11:52	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:54	Ambiance	CO2 Cours 107	520	520	22.5		22.5	520
25/01/2018 11:54	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:56	Ambiance	CO2 Cours 107	520	520	22.5		22.5	520
25/01/2018 11:56	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 11:58	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 11:58	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:00	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:00	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:02	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:02	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:04	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:04	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:06	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:06	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:08	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:08	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:10	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:10	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:12	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:12	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:14	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:14	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:16	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:16	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:18	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:18	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:20	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:20	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:22	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:22	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:24	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:24	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:26	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:26	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:28	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:28	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:30	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:30	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:32	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:32	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:34	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:34	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:36	Ambiance	CO2 Cours 107	500	500	22.5		22.5	500
25/01/2018 12:36	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:38	Ambiance	CO2 Cours 107	480	480	22.5		22.5	480
25/01/2018 12:38	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:40	Ambiance	CO2 Cours 107	840	840	22.5		22.5	840
25/01/2018 12:40	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:42	Ambiance	CO2 Cours 107	820	820	22.6		22.6	820
25/01/2018 12:42	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:44	Ambiance	CO2 Cours 107	600	600	22.6		22.6	600
25/01/2018 12:44	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:46	Ambiance	CO2 Cours 107	540	540	22.6		22.6	540
25/01/2018 12:46	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:48	Ambiance	CO2 Cours 107	500	500	22.6		22.6	500
25/01/2018 12:48	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:50	Ambiance	CO2 Cours 107	500	500	22.6		22.6	500
25/01/2018 12:50	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:52	Ambiance	CO2 Cours 107	480	480	22.6		22.6	480
25/01/2018 12:52	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:54	Ambiance	CO2 Cours 107	480	480	22.5		22.5	480
25/01/2018 12:54	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:56	Ambiance	CO2 Cours 107	480	480	22.5		22.5	480
25/01/2018 12:56	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 12:58	Ambiance	CO2 Cours 107	480	480	22.5		22.5	480
25/01/2018 12:58	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:00	Ambiance	CO2 Cours 107	480	480	22.5		22.5	480
25/01/2018 13:00	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:02	Ambiance	CO2 Cours 107	480	480	22.5		22.5	480
25/01/2018 13:02	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:04	Ambiance	CO2 Cours 107	720	720	22.6		22.6	720
25/01/2018 13:04	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:06	Ambiance	CO2 Cours 107	820	820	22.7		22.7	820
25/01/2018 13:06	Ambiance	Temp Cours 107	22.7	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:08	Ambiance	CO2 Cours 107	760	760	22.8		22.8	760
25/01/2018 13:08	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:10	Ambiance	CO2 Cours 107	660	660	22.8		22.8	660
25/01/2018 13:10	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:12	Ambiance	CO2 Cours 107	600	600	22.8		22.8	600
25/01/2018 13:12	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:14	Ambiance	CO2 Cours 107	560	560	22.8		22.8	560
25/01/2018 13:14	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:16	Ambiance	CO2 Cours 107	540	540	22.8		22.8	540
25/01/2018 13:16	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:18	Ambiance	CO2 Cours 107	500	500	22.8		22.8	500
25/01/2018 13:18	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:20	Ambiance	CO2 Cours 107	480	480	22.8		22.8	480
25/01/2018 13:20	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:22	Ambiance	CO2 Cours 107	460	460	22.8		22.8	460
25/01/2018 13:22	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:24	Ambiance	CO2 Cours 107	460	460	22.8		22.8	460
25/01/2018 13:24	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:26	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:26	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:28	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:28	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:30	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:30	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:32	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:32	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:34	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:34	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:36	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:36	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:38	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:38	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:40	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:40	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:42	Ambiance	CO2 Cours 107	440	440	22.8		22.8	440
25/01/2018 13:42	Ambiance	Temp Cours 107	22.8	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:44	Ambiance	CO2 Cours 107	420	420	22.7		22.7	420
25/01/2018 13:44	Ambiance	Temp Cours 107	22.7	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:46	Ambiance	CO2 Cours 107	420	420	22.7		22.7	420
25/01/2018 13:46	Ambiance	Temp Cours 107	22.7	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:48	Ambiance	CO2 Cours 107	420	420	22.7		22.7	420
25/01/2018 13:48	Ambiance	Temp Cours 107	22.7	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:50	Ambiance	CO2 Cours 107	420	420	22.7		22.7	420
25/01/2018 13:50	Ambiance	Temp Cours 107	22.7	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:52	Ambiance	CO2 Cours 107	420	420	22.6		22.6	420
25/01/2018 13:52	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:54	Ambiance	CO2 Cours 107	420	420	22.6		22.6	420
25/01/2018 13:54	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:56	Ambiance	CO2 Cours 107	420	420	22.6		22.6	420
25/01/2018 13:56	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 13:58	Ambiance	CO2 Cours 107	420	420	22.6		22.6	420
25/01/2018 13:58	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:00	Ambiance	CO2 Cours 107	420	420	22.6		22.6	420
25/01/2018 14:00	Ambiance	Temp Cours 107	22.6	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:02	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:02	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:04	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:04	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:06	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:06	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:08	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:08	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:10	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:10	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:12	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:12	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:14	Ambiance	CO2 Cours 107	420	420	22.5		22.5	420
25/01/2018 14:14	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:16	Ambiance	CO2 Cours 107	400	400	22.5		22.5	400
25/01/2018 14:16	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:18	Ambiance	CO2 Cours 107	400	400	22.5		22.5	400
25/01/2018 14:18	Ambiance	Temp Cours 107	22.5	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:20	Ambiance	CO2 Cours 107	400	400	22.4		22.4	400
25/01/2018 14:20	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:22	Ambiance	CO2 Cours 107	400	400	22.4		22.4	400
25/01/2018 14:22	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:24	Ambiance	CO2 Cours 107	420	420	22.4		22.4	420
25/01/2018 14:24	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:26	Ambiance	CO2 Cours 107	420	420	22.4		22.4	420
25/01/2018 14:26	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:28	Ambiance	CO2 Cours 107	420	420	22.4		22.4	420
25/01/2018 14:28	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:30	Ambiance	CO2 Cours 107	420	420	22.4		22.4	420
25/01/2018 14:30	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:32	Ambiance	CO2 Cours 107	420	420	22.4		22.4	420
25/01/2018 14:32	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:34	Ambiance	CO2 Cours 107	420	420	22.4		22.4	420
25/01/2018 14:34	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:36	Ambiance	CO2 Cours 107	400	400	22.4		22.4	400
25/01/2018 14:36	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:38	Ambiance	CO2 Cours 107	400	400	22.4		22.4	400
25/01/2018 14:38	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
25/01/2018 14:40	Ambiance	CO2 Cours 107	400	400	22.4		22.4	400
25/01/2018 14:40	Ambiance	Temp Cours 107	22.4	FAUX	FAUX		FAUX	FAUX
