DateHeure	Group1	Lib	Valeur					
02/01/2018 17:32	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:34	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:36	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:38	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:38	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:40	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:40	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:42	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:42	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:44	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:44	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:46	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:46	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:48	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:48	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:50	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:50	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:52	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:52	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:54	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:54	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:56	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:56	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 17:58	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 17:58	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:00	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:00	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:02	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:02	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:04	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:04	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:06	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:06	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:08	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:08	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:10	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:10	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:12	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:12	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:14	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:14	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:16	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:16	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:18	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:18	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:20	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:20	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:22	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:22	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:24	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:24	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:26	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:26	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:28	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:28	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:30	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:30	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:32	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:34	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:36	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:38	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:38	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:40	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:40	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:42	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:42	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:44	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:44	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:46	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:46	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:48	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:48	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:50	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:50	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:52	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:52	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:54	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:54	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:56	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:56	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 18:58	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 18:58	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:00	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:00	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:02	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:02	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:04	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:04	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:06	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:06	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:08	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:08	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:10	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:10	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:12	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:12	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:14	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:14	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:16	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:16	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:18	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:18	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:20	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:20	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:22	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:22	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:24	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:24	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:26	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:26	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:28	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:28	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:30	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:30	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:32	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:34	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:36	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:38	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:38	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:40	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:40	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:42	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:42	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:44	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:44	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:46	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:46	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:48	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:48	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:50	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:50	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:52	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:52	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:54	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:54	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:56	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:56	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 19:58	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 19:58	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:00	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:00	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:02	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:02	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:04	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:04	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:06	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:06	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:08	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:08	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:10	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:10	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:12	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:12	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:14	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:14	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:16	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:16	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:18	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:18	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:20	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:20	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:22	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:22	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:24	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:24	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:26	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:26	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:28	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:28	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:30	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:30	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:32	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:34	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:36	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:38	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:38	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:40	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:40	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:42	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:42	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:44	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:44	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:46	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:46	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:48	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:48	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:50	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:50	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:52	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:52	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:54	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:54	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:56	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:56	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 20:58	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 20:58	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:00	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:00	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:02	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:02	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:04	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:04	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:06	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:06	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:08	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:08	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:10	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:10	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:12	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:12	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:14	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:14	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:16	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:16	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:18	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:18	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:20	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:20	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:22	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:22	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:24	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:24	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:26	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:26	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:28	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:28	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:30	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:30	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:32	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:34	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:36	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:38	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:38	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:40	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:40	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:42	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:42	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:44	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:44	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:46	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:46	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:48	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:48	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:50	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:50	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:52	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:52	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:54	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:54	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:56	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:56	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 21:58	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 21:58	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:00	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:00	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:02	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:02	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:04	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:04	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:06	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:06	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:08	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:08	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:10	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:10	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:12	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:12	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:14	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:14	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:16	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:16	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:18	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:18	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:20	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:20	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:22	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:22	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:24	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:24	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:26	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:26	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:28	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:28	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:30	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:30	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:32	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:32	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:34	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:34	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:36	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
02/01/2018 22:36	Ambiance	Temp Cours 107	22.1	FAUX	FAUX		FAUX	FAUX
02/01/2018 22:38	Ambiance	CO2 Cours 107	320	320	22.1		22.1	320
