DateHeure,Group1,Lib,Valeur
01/01/2018 12:18:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:18:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:20:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:20:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:22:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:22:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:24:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:24:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:26:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:26:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:28:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:28:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:30:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:30:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:32:00,Ambiance,CO2 Cours 005, 380
01/01/2018 12:32:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:34:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:34:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:36:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:36:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:38:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:38:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:40:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:40:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:42:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:42:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:44:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:44:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:46:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:46:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:48:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:48:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:50:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:50:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:52:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:52:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:54:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:54:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:56:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:56:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 12:58:00,Ambiance,CO2 Cours 005, 360
01/01/2018 12:58:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:00:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:00:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:02:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:02:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:04:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:04:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:06:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:06:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:08:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:08:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:10:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:10:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:12:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:12:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:14:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:14:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:16:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:16:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:18:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:18:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:20:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:20:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:22:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:22:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:24:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:24:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:26:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:26:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:28:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:28:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:30:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:30:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:32:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:32:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:34:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:34:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:36:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:36:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:38:00,Ambiance,CO2 Cours 005, 360
01/01/2018 13:38:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:40:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:40:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:42:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:42:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:44:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:44:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:46:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:46:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:48:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:48:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:50:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:50:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:52:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:52:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:54:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:54:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:56:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:56:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 13:58:00,Ambiance,CO2 Cours 005, 380
01/01/2018 13:58:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:00:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:00:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:02:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:02:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:04:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:04:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:06:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:06:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:08:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:08:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:10:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:10:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:12:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:12:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:14:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:14:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:16:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:16:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:18:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:18:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:20:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:20:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:22:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:22:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:24:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:24:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:26:00,Ambiance,CO2 Cours 005, 360
01/01/2018 14:26:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:28:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:28:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:30:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:30:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:32:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:32:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:34:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:34:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:36:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:36:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:38:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:38:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:40:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:40:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:42:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:42:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:44:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:44:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:46:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:46:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:48:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:48:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:50:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:50:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:52:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:52:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:54:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:54:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:56:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:56:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 14:58:00,Ambiance,CO2 Cours 005, 380
01/01/2018 14:58:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:00:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:00:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:02:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:02:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:04:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:04:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:06:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:06:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:08:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:08:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:10:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:10:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:12:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:12:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:14:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:14:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:16:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:16:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:18:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:18:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:20:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:20:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:22:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:22:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:24:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:24:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:26:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:26:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:28:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:28:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:30:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:30:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:32:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:32:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:34:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:34:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:36:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:36:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:38:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:38:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:40:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:40:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:42:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:42:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:44:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:44:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:46:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:46:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:48:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:48:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:50:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:50:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:52:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:52:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:54:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:54:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:56:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:56:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 15:58:00,Ambiance,CO2 Cours 005, 380
01/01/2018 15:58:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:00:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:00:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:02:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:02:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:04:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:04:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:06:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:06:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:08:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:08:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:10:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:10:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:12:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:12:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:14:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:14:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:16:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:16:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:18:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:18:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:20:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:20:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:22:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:22:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:24:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:24:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:26:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:26:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:28:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:28:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:30:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:30:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:32:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:32:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:34:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:34:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:36:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:36:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:38:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:38:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:40:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:40:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:42:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:42:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:44:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:44:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:46:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:46:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:48:00,Ambiance,CO2 Cours 005, 360
01/01/2018 16:48:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:50:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:50:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:52:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:52:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:54:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:54:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:56:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:56:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 16:58:00,Ambiance,CO2 Cours 005, 380
01/01/2018 16:58:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:00:00,Ambiance,CO2 Cours 005, 380
01/01/2018 17:00:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:02:00,Ambiance,CO2 Cours 005, 380
01/01/2018 17:02:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:04:00,Ambiance,CO2 Cours 005, 380
01/01/2018 17:04:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:06:00,Ambiance,CO2 Cours 005, 380
01/01/2018 17:06:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:08:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:08:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:10:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:10:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:12:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:12:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:14:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:14:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:16:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:16:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:18:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:18:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:20:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:20:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:22:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:22:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:24:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:24:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:26:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:26:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:28:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:28:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:30:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:30:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:32:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:32:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:34:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:34:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:36:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:36:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:38:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:38:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:40:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:40:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:42:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:42:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:44:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:44:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:46:00,Ambiance,CO2 Cours 005, 360
01/01/2018 17:46:00,Ambiance,Temp Cours 005," 20,5"
01/01/2018 17:48:00,Ambiance,CO2 Cours 005, 360
